LECROYWR640Zi,60050,Histogram
Segments,1,SegmentSize,5000
Segment,TrigTime,TimeSinceSegment1
#1,09-Nov-2017 17:25:19,0                 
Time,Ampl
-1.404e-008,5206
-1.403e-008,4775
-1.402e-008,4568
-1.401e-008,4421
-1.4e-008,4179
-1.399e-008,3994
-1.398e-008,3734
-1.397e-008,3624
-1.396e-008,3479
-1.395e-008,3334
-1.394e-008,3254
-1.393e-008,3064
-1.392e-008,2797
-1.391e-008,2751
-1.39e-008,2685
-1.389e-008,2568
-1.388e-008,2341
-1.387e-008,2353
-1.386e-008,2225
-1.385e-008,2115
-1.384e-008,1973
-1.383e-008,1888
-1.382e-008,1836
-1.381e-008,1746
-1.38e-008,1667
-1.379e-008,1674
-1.378e-008,1541
-1.377e-008,1484
-1.376e-008,1473
-1.375e-008,1386
-1.374e-008,1306
-1.373e-008,1324
-1.372e-008,1254
-1.371e-008,1239
-1.37e-008,1163
-1.369e-008,1140
-1.368e-008,1051
-1.367e-008,1058
-1.366e-008,1019
-1.365e-008,939
-1.364e-008,947
-1.363e-008,916
-1.362e-008,851
-1.361e-008,800
-1.36e-008,833
-1.359e-008,734
-1.358e-008,728
-1.357e-008,712
-1.356e-008,726
-1.355e-008,653
-1.354e-008,631
-1.353e-008,623
-1.352e-008,584
-1.351e-008,569
-1.35e-008,546
-1.349e-008,538
-1.348e-008,556
-1.347e-008,506
-1.346e-008,492
-1.345e-008,453
-1.344e-008,438
-1.343e-008,431
-1.342e-008,406
-1.341e-008,397
-1.34e-008,411
-1.339e-008,363
-1.338e-008,374
-1.337e-008,320
-1.336e-008,345
-1.335e-008,296
-1.334e-008,319
-1.333e-008,337
-1.332e-008,261
-1.331e-008,295
-1.33e-008,285
-1.329e-008,226
-1.328e-008,231
-1.327e-008,243
-1.326e-008,237
-1.325e-008,230
-1.324e-008,207
-1.323e-008,224
-1.322e-008,197
-1.321e-008,221
-1.32e-008,197
-1.319e-008,182
-1.318e-008,169
-1.317e-008,171
-1.316e-008,164
-1.315e-008,178
-1.314e-008,146
-1.313e-008,172
-1.312e-008,139
-1.311e-008,166
-1.31e-008,129
-1.309e-008,157
-1.308e-008,107
-1.307e-008,117
-1.306e-008,118
-1.305e-008,139
-1.304e-008,112
-1.303e-008,125
-1.302e-008,128
-1.301e-008,107
-1.3e-008,101
-1.299e-008,114
-1.298e-008,72
-1.297e-008,83
-1.296e-008,85
-1.295e-008,104
-1.294e-008,93
-1.293e-008,70
-1.292e-008,63
-1.291e-008,93
-1.29e-008,72
-1.289e-008,66
-1.288e-008,69
-1.287e-008,64
-1.286e-008,55
-1.285e-008,67
-1.284e-008,55
-1.283e-008,71
-1.282e-008,45
-1.281e-008,51
-1.28e-008,56
-1.279e-008,52
-1.278e-008,49
-1.277e-008,41
-1.276e-008,55
-1.275e-008,42
-1.274e-008,44
-1.273e-008,43
-1.272e-008,43
-1.271e-008,42
-1.27e-008,47
-1.269e-008,41
-1.268e-008,39
-1.267e-008,43
-1.266e-008,33
-1.265e-008,35
-1.264e-008,26
-1.263e-008,34
-1.262e-008,37
-1.261e-008,26
-1.26e-008,30
-1.259e-008,30
-1.258e-008,22
-1.257e-008,28
-1.256e-008,16
-1.255e-008,27
-1.254e-008,18
-1.253e-008,25
-1.252e-008,22
-1.251e-008,26
-1.25e-008,26
-1.249e-008,21
-1.248e-008,24
-1.247e-008,28
-1.246e-008,24
-1.245e-008,22
-1.244e-008,18
-1.243e-008,23
-1.242e-008,20
-1.241e-008,21
-1.24e-008,19
-1.239e-008,21
-1.238e-008,15
-1.237e-008,20
-1.236e-008,14
-1.235e-008,12
-1.234e-008,17
-1.233e-008,19
-1.232e-008,24
-1.231e-008,18
-1.23e-008,21
-1.229e-008,17
-1.228e-008,12
-1.227e-008,18
-1.226e-008,14
-1.225e-008,18
-1.224e-008,14
-1.223e-008,11
-1.222e-008,13
-1.221e-008,18
-1.22e-008,12
-1.219e-008,22
-1.218e-008,16
-1.217e-008,16
-1.216e-008,8
