LECROYWaveRunnerøP,20728,Histogram
Segments,1,SegmentSize,5000
Segment,TrigTime,TimeSinceSegment1
#1,26-May-2017 07:59:42,0                 
Time,Ampl
-3.421e-008,1259
-3.42e-008,1248
-3.419e-008,1213
-3.418e-008,1271
-3.417e-008,1235
-3.416e-008,1273
-3.415e-008,1263
-3.414e-008,1180
-3.413e-008,1210
-3.412e-008,1264
-3.411e-008,1166
-3.41e-008,1247
-3.409e-008,1269
-3.408e-008,1236
-3.407e-008,1272
-3.406e-008,1235
-3.405e-008,1271
-3.404e-008,1241
-3.403e-008,1283
-3.402e-008,1292
-3.401e-008,1279
-3.4e-008,1316
-3.399e-008,1269
-3.398e-008,1256
-3.397e-008,1338
-3.396e-008,1247
-3.395e-008,1295
-3.394e-008,1244
-3.393e-008,1280
-3.392e-008,1271
-3.391e-008,1264
-3.39e-008,1307
-3.389e-008,1310
-3.388e-008,1342
-3.387e-008,1270
-3.386e-008,1289
-3.385e-008,1396
-3.384e-008,1342
-3.383e-008,1307
-3.382e-008,1345
-3.381e-008,1309
-3.38e-008,1340
-3.379e-008,1284
-3.378e-008,1372
-3.377e-008,1323
-3.376e-008,1347
-3.375e-008,1270
-3.374e-008,1323
-3.373e-008,1321
-3.372e-008,1349
-3.371e-008,1300
-3.37e-008,1339
-3.369e-008,1304
-3.368e-008,1334
-3.367e-008,1373
-3.366e-008,1457
-3.365e-008,1332
-3.364e-008,1317
-3.363e-008,1325
-3.362e-008,1383
-3.361e-008,1369
-3.36e-008,1368
-3.359e-008,1431
-3.358e-008,1369
-3.357e-008,1409
-3.356e-008,1325
-3.355e-008,1312
-3.354e-008,1371
-3.353e-008,1399
-3.352e-008,1331
-3.351e-008,1331
-3.35e-008,1375
-3.349e-008,1410
-3.348e-008,1345
-3.347e-008,1343
-3.346e-008,1410
-3.345e-008,1395
-3.344e-008,1438
-3.343e-008,1418
-3.342e-008,1331
-3.341e-008,1365
-3.34e-008,1354
-3.339e-008,1450
-3.338e-008,1335
-3.337e-008,1399
-3.336e-008,1436
